iter	Passed	Remaining
618	1279	2853
619	1363	3033
620	1363	3027
621	1364	3024
622	1365	3017
623	1365	3011
624	1365	3004
625	1365	2998
626	1366	2991
627	1366	2985
628	1366	2978
629	1367	2972
630	1367	2966
631	1367	2960
632	1368	2955
633	1369	2950
634	1369	2944
635	1370	2938
636	1370	2932
637	1370	2926
638	1370	2919
639	1371	2913
640	1371	2907
641	1371	2901
642	1372	2896
643	1372	2890
644	1372	2884
645	1373	2878
646	1373	2872
647	1373	2866
648	1382	2877
649	1389	2885
650	1391	2882
651	1391	2876
652	1392	2872
653	1392	2866
654	1393	2861
655	1394	2856
656	1394	2850
657	1394	2844
658	1395	2839
659	1396	2834
660	1396	2828
661	1397	2824
662	1397	2818
663	1397	2812
664	1397	2806
665	1398	2800
666	1398	2794
667	1400	2792
668	1401	2787
669	1402	2785
670	1403	2779
671	1403	2773
672	1416	2793
673	1417	2787
674	1417	2782
675	1417	2776
676	1418	2771
677	1419	2767
678	1419	2762
679	1420	2757
680	1420	2751
681	1420	2746
682	1421	2740
683	1421	2734
684	1421	2729
685	1422	2724
686	1422	2718
687	1423	2713
688	1423	2708
689	1423	2702
690	1423	2696
691	1423	2691
692	1423	2685
693	1424	2680
694	1424	2674
695	1424	2669
696	1424	2663
697	1424	2657
698	1425	2652
699	1425	2646
700	1425	2641
701	1427	2639
702	1428	2636
703	1429	2631
704	1446	2657
705	1450	2657
706	1450	2652
707	1451	2648
708	1451	2643
709	1452	2639
710	1453	2635
711	1454	2630
712	1454	2626
713	1455	2621
714	1455	2615
715	1456	2611
716	1457	2608
717	1483	2648
718	1483	2643
719	1483	2638
720	1484	2632
721	1484	2627
722	1484	2622
723	1485	2617
724	1522	2677
725	1524	2674
726	1536	2691
727	1537	2685
728	1537	2680
729	1537	2675
730	1537	2669
731	1538	2664
732	1538	2659
733	1538	2653
734	1538	2648
735	1539	2643
736	1539	2638
737	1540	2633
738	1540	2628
739	1540	2623
740	1541	2618
741	1543	2617
742	1544	2612
743	1544	2607
744	1544	2602
745	1545	2597
746	1546	2593
747	1546	2588
748	1546	2583
749	1547	2578
750	1547	2573
751	1548	2570
752	1549	2566
753	1564	2586
754	1565	2581
755	1565	2576
756	1566	2571
757	1566	2566
758	1566	2561
759	1567	2556
760	1567	2552
761	1568	2547
762	1571	2547
763	1572	2543
764	1574	2541
765	1576	2539
766	1582	2544
767	1606	2577
768	1607	2572
769	1631	2606
770	1636	2608
771	1636	2603
772	1637	2598
773	1637	2594
774	1654	2615
775	1660	2619
776	1660	2614
777	1661	2609
778	1661	2604
779	1668	2609
780	1693	2643
781	1694	2638
782	1694	2633
783	1694	2628
784	1694	2623
785	1695	2618
786	1695	2613
787	1695	2608
788	1696	2603
789	1722	2638
790	1723	2633
791	1723	2629
792	1724	2624
793	1730	2628
794	1730	2623
795	1731	2618
796	1731	2613
797	1731	2608
798	1732	2603
799	1732	2598
800	1732	2593
801	1733	2588
802	1733	2583
803	1764	2625
804	1765	2620
805	1771	2624
806	1771	2619
807	1772	2614
808	1772	2609
809	1774	2607
810	1775	2602
811	1777	2601
812	1778	2596
813	1778	2591
814	1779	2586
815	1779	2581
816	1779	2576
817	1781	2574
818	1782	2569
819	1782	2564
820	1782	2560
821	1783	2555
822	1783	2550
823	1783	2545
824	1786	2544
825	1786	2539
826	1787	2535
827	1787	2530
828	1788	2525
829	1789	2522
830	1799	2531
831	1800	2527
832	1800	2522
833	1801	2518
834	1801	2513
835	1801	2508
836	1802	2504
837	1802	2499
838	1802	2494
839	1803	2490
840	1804	2487
841	1805	2482
842	1805	2478
843	1805	2473
844	1806	2468
845	1806	2463
846	1806	2459
847	1806	2454
848	1807	2449
849	1807	2445
850	1808	2441
851	1809	2438
852	1811	2435
853	1811	2431
854	1812	2427
855	1812	2422
856	1813	2418
857	1813	2413
858	1813	2409
859	1814	2404
860	1814	2400
861	1814	2395
862	1815	2391
863	1815	2386
864	1815	2382
865	1816	2378
866	1816	2373
867	1816	2369
868	1817	2364
869	1817	2360
870	1817	2355
871	1817	2351
872	1818	2347
873	1820	2344
874	1820	2340
875	1820	2336
876	1821	2331
877	1821	2327
878	1821	2323
879	1822	2319
880	1823	2316
881	1824	2312
882	1825	2308
883	1826	2305
884	1831	2307
885	1837	2310
886	1837	2305
887	1837	2301
888	1838	2297
889	1838	2292
890	1838	2288
891	1840	2286
892	1840	2281
893	1841	2277
894	1841	2273
895	1841	2269
896	1842	2265
897	1842	2260
898	1842	2256
899	1842	2252
900	1843	2248
901	1843	2244
902	1843	2240
903	1845	2237
904	1863	2254
905	1864	2250
906	1864	2246
907	1864	2242
908	1865	2238
909	1865	2234
910	1865	2230
911	1867	2227
912	1867	2223
913	1867	2219
914	1868	2215
915	1869	2212
916	1869	2208
917	1870	2204
918	1870	2200
919	1871	2196
920	1871	2192
921	1871	2188
922	1872	2184
923	1872	2180
924	1872	2176
925	1887	2189
926	1887	2185
927	1888	2180
928	1888	2176
929	1888	2172
930	1891	2172
931	1892	2168
932	1894	2166
933	1894	2162
934	1895	2159
935	1896	2155
936	1896	2152
937	1898	2148
938	1898	2145
939	1898	2141
940	1899	2137
941	1899	2133
942	1917	2148
943	1917	2145
944	1917	2141
945	1918	2137
946	1918	2133
947	1919	2130
948	1920	2126
949	1920	2122
950	1921	2119
951	1921	2115
952	1930	2120
953	1930	2116
954	1930	2112
955	1937	2115
956	1937	2111
957	1939	2109
958	1939	2105
959	1939	2101
960	1940	2097
961	1941	2094
962	1941	2091
963	1942	2087
964	1942	2083
965	1942	2079
966	1942	2075
967	1944	2072
968	2008	2137
969	2009	2133
970	2014	2134
971	2015	2131
972	2024	2136
973	2025	2133
974	2025	2129
975	2026	2126
976	2027	2122
977	2027	2118
978	2027	2114
979	2028	2110
980	2029	2108
981	2030	2104
982	2030	2100
983	2030	2096
984	2030	2092
985	2030	2088
986	2031	2085
987	2032	2081
988	2032	2077
989	2032	2073
990	2034	2071
991	2038	2071
992	2050	2079
993	2050	2075
994	2050	2071
995	2051	2067
996	2051	2064
997	2052	2060
998	2052	2056
999	2052	2052
1000	2053	2049
1001	2054	2046
1002	2055	2042
1003	2055	2039
1004	2055	2035
1005	2055	2031
1006	2056	2027
1007	2056	2023
1008	2056	2020
1009	2057	2016
1010	2057	2012
1011	2057	2008
1012	2058	2005
1013	2059	2003
1014	2060	1999
1015	2062	1997
1016	2065	1996
1017	2075	2002
1018	2076	1998
1019	2076	1995
1020	2076	1991
1021	2077	1987
1022	2077	1983
1023	2077	1980
1024	2077	1976
1025	2078	1973
1026	2078	1969
1027	2079	1965
1028	2079	1962
1029	2079	1958
1030	2079	1954
1031	2080	1951
1032	2080	1947
1033	2080	1944
1034	2081	1940
1035	2082	1937
1036	2083	1934
1037	2083	1931
1038	2084	1927
1039	2084	1924
1040	2084	1920
1041	2085	1917
1042	2085	1913
1043	2085	1910
1044	2086	1906
1045	2087	1903
1046	2087	1900
1047	2087	1896
1048	2088	1893
1049	2088	1889
1050	2088	1886
1051	2091	1884
1052	2091	1881
1053	2092	1877
1054	2092	1874
1055	2092	1870
1056	2092	1867
1057	2093	1863
1058	2097	1863
1059	2097	1860
1060	2099	1858
1061	2102	1857
1062	2104	1854
1063	2104	1851
1064	2104	1847
1065	2105	1844
1066	2105	1841
1067	2105	1837
1068	2106	1834
1069	2107	1831
1070	2107	1828
1071	2108	1824
1072	2108	1821
1073	2108	1818
1074	2109	1814
1075	2109	1811
1076	2110	1808
1077	2140	1830
1078	2141	1827
1079	2141	1824
1080	2141	1820
1081	2142	1817
1082	2148	1819
1083	2149	1816
1084	2149	1813
1085	2150	1809
1086	2150	1806
1087	2150	1802
1088	2152	1800
1089	2152	1797
1090	2153	1793
1091	2153	1790
1092	2153	1787
1093	2154	1784
1094	2155	1781
1095	2156	1778
1096	2157	1775
1097	2160	1774
1098	2179	1786
1099	2179	1783
1100	2192	1789
1101	2193	1787
1102	2193	1784
1103	2195	1782
1104	2196	1778
1105	2196	1775
1106	2196	1772
1107	2197	1768
1108	2206	1773
1109	2207	1769
1110	2207	1766
1111	2208	1763
1112	2213	1764
1113	2214	1760
1114	2215	1758
1115	2215	1755
1116	2216	1752
1117	2216	1748
1118	2217	1745
1119	2218	1742
1120	2219	1740
1121	2275	1780
1122	2275	1777
1123	2275	1773
1124	2276	1770
1125	2276	1766
1126	2308	1788
1127	2309	1785
1128	2310	1782
1129	2310	1779
1130	2311	1775
1131	2311	1772
1132	2312	1769
1133	2313	1766
1134	2314	1763
1135	2314	1760
1136	2315	1757
1137	2316	1754
1138	2316	1750
1139	2316	1747
1140	2316	1744
1141	2316	1740
1142	2317	1737
1143	2317	1733
1144	2317	1730
1145	2317	1726
1146	2317	1723
1147	2317	1720
1148	2318	1716
1149	2318	1713
1150	2320	1711
1151	2321	1709
1152	2322	1705
1153	2322	1702
1154	2322	1699
1155	2322	1696
1156	2325	1694
1157	2325	1690
1158	2326	1687
1159	2326	1685
1160	2327	1681
1161	2327	1678
1162	2327	1675
1163	2328	1672
1164	2328	1668
1165	2329	1666
1166	2330	1663
1167	2331	1660
1168	2331	1657
1169	2331	1654
1170	2332	1651
1171	2332	1648
1172	2333	1644
1173	2333	1641
1174	2334	1638
1175	2334	1635
1176	2334	1632
1177	2334	1629
1178	2335	1626
1179	2335	1622
1180	2338	1621
1181	2340	1619
1182	2340	1616
1183	2341	1613
1184	2341	1610
1185	2346	1610
1186	2346	1607
1187	2347	1604
1188	2347	1601
1189	2368	1612
1190	2370	1609
1191	2370	1606
1192	2371	1604
1193	2378	1605
1194	2402	1618
1195	2402	1614
1196	2402	1612
1197	2403	1608
1198	2403	1605
1199	2404	1602
1200	2404	1599
1201	2406	1597
1202	2407	1594
1203	2407	1591
1204	2414	1592
1205	2415	1590
1206	2416	1587
1207	2416	1584
1208	2416	1581
1209	2420	1580
1210	2433	1585
1211	2433	1582
1212	2434	1579
1213	2435	1577
1214	2436	1574
1215	2436	1571
1216	2438	1568
1217	2489	1598
1218	2490	1595
1219	2490	1592
1220	2490	1588
1221	2490	1585
1222	2491	1582
1223	2491	1579
1224	2491	1576
1225	2491	1573
1226	2492	1570
1227	2492	1567
1228	2492	1563
1229	2495	1561
1230	2496	1559
1231	2499	1557
1232	2500	1555
1233	2507	1556
1234	2518	1560
1235	2519	1557
1236	2522	1556
1237	2523	1552
1238	2523	1549
1239	2524	1547
1240	2525	1544
1241	2526	1541
1242	2526	1538
1243	2526	1535
1244	2527	1532
1245	2527	1529
1246	2529	1527
1247	2554	1539
1248	2555	1536
1249	2556	1533
1250	2559	1532
1251	2562	1531
1252	2563	1528
1253	2574	1531
1254	2574	1528
1255	2575	1525
1256	2576	1522
1257	2576	1519
1258	2577	1516
1259	2577	1513
1260	2578	1510
1261	2578	1507
1262	2578	1504
1263	2579	1501
1264	2581	1499
1265	2614	1515
1266	2614	1512
1267	2615	1509
1268	2615	1506
1269	2616	1503
1270	2616	1500
1271	2616	1497
1272	2616	1494
1273	2617	1491
1274	2618	1489
1275	2619	1486
1276	2619	1483
1277	2628	1484
1278	2657	1497
1279	2657	1494
1280	2658	1492
1281	2658	1489
1282	2659	1486
1283	2659	1482
1284	2659	1480
1285	2660	1476
1286	2660	1473
1287	2661	1471
1288	2685	1481
1289	2686	1478
1290	2686	1475
1291	2687	1472
1292	2687	1469
1293	2687	1466
1294	2688	1463
1295	2688	1460
1296	2688	1457
1297	2689	1454
1298	2689	1451
1299	2689	1448
1300	2689	1445
1301	2691	1442
1302	2691	1439
1303	2691	1436
1304	2691	1433
1305	2692	1430
1306	2700	1431
1307	2701	1429
1308	2701	1426
1309	2702	1423
1310	2702	1420
1311	2706	1419
1312	2710	1417
1313	2716	1418
1314	2716	1415
1315	2717	1412
1316	2719	1410
1317	2720	1407
1318	2720	1404
1319	2720	1401
1320	2731	1403
1321	2732	1401
1322	2732	1398
1323	2733	1395
1324	2733	1392
1325	2733	1389
1326	2733	1386
1327	2734	1383
1328	2734	1380
1329	2736	1378
1330	2738	1376
1331	2739	1373
1332	2739	1370
1333	2739	1367
1334	2739	1364
1335	2740	1361
1336	2740	1358
1337	2740	1356
1338	2740	1353
1339	2741	1350
1340	2741	1347
1341	2741	1344
1342	2742	1341
1343	2742	1338
1344	2742	1335
1345	2743	1332
1346	2743	1330
1347	2744	1327
1348	2744	1324
1349	2745	1321
1350	2745	1318
1351	2745	1315
1352	2745	1313
1353	2746	1310
1354	2746	1307
1355	2746	1304
1356	2747	1301
1357	2747	1298
1358	2754	1299
1359	2771	1304
1360	2775	1303
1361	2775	1300
1362	2775	1297
1363	2776	1294
1364	2776	1291
1365	2776	1288
1366	2777	1285
1367	2777	1283
1368	2777	1280
1369	2777	1277
1370	2777	1274
1371	2778	1271
1372	2778	1268
1373	2779	1266
1374	2779	1263
1375	2780	1260
1376	2780	1258
1377	2781	1255
1378	2781	1252
1379	2782	1249
1380	2782	1247
1381	2782	1244
1382	2783	1241
1383	2784	1239
1384	2785	1236
1385	2785	1233
1386	2785	1231
1387	2786	1228
1388	2786	1225
1389	2787	1223
1390	2787	1220
1391	2787	1217
1392	2787	1214
1393	2788	1212
1394	2788	1209
1395	2788	1206
1396	2789	1203
1397	2789	1201
1398	2789	1198
1399	2790	1195
1400	2790	1193
1401	2795	1192
1402	2796	1189
1403	2796	1187
1404	2796	1184
1405	2797	1181
1406	2797	1179
1407	2797	1176
1408	2798	1173
1409	2798	1170
1410	2799	1168
1411	2799	1165
1412	2800	1163
1413	2800	1160
1414	2801	1158
1415	2801	1155
1416	2802	1152
1417	2804	1150
1418	2810	1150
1419	2811	1148
1420	2811	1145
1421	2812	1143
1422	2813	1140
1423	2814	1138
1424	2815	1135
1425	2815	1133
1426	2816	1130
1427	2816	1128
1428	2817	1125
1429	2817	1123
1430	2817	1120
1431	2818	1117
1432	2818	1115
1433	2819	1112
1434	2819	1109
1435	2819	1107
1436	2819	1104
1437	2819	1102
1438	2820	1099
1439	2820	1096
1440	2820	1094
1441	2820	1091
1442	2820	1088
1443	2821	1086
1444	2821	1083
1445	2821	1080
1446	2821	1078
1447	2821	1075
1448	2822	1073
1449	2822	1070
1450	2822	1068
1451	2823	1065
1452	2823	1062
1453	2823	1060
1454	2824	1057
1455	2824	1055
1456	2824	1052
1457	2824	1050
1458	2825	1047
1459	2825	1044
1460	2825	1042
1461	2825	1039
1462	2826	1037
1463	2826	1034
1464	2826	1032
1465	2826	1029
1466	2826	1027
1467	2827	1024
1468	2828	1022
1469	2828	1019
1470	2838	1020
1471	2838	1018
1472	2839	1015
1473	2839	1013
1474	2839	1010
1475	2840	1008
1476	2840	1005
1477	2842	1003
1478	2842	1001
1479	2843	999
1480	2843	996
1481	2844	994
1482	2844	991
1483	2845	989
1484	2845	986
1485	2845	984
1486	2846	981
1487	2846	979
1488	2847	977
1489	2847	974
1490	2848	972
1491	2848	969
1492	2848	967
1493	2849	965
1494	2849	962
1495	2850	960
1496	2850	957
1497	2850	955
1498	2851	952
1499	2852	950
1500	2853	948
1501	2853	946
1502	2854	943
1503	2876	948
1504	2876	946
1505	2876	943
1506	2877	941
1507	2877	938
1508	2877	936
1509	2878	933
1510	2879	931
1511	2879	929
1512	2880	927
1513	2945	945
1514	2945	943
1515	2947	941
1516	2947	938
1517	2981	946
1518	2983	944
1519	2984	942
1520	2984	940
1521	2985	937
1522	3018	945
1523	3083	963
1524	3084	960
1525	3281	1019
1526	3282	1016
1527	3296	1018
1528	3297	1015
1529	3298	1013
1530	3298	1010
1531	3299	1007
1532	3299	1005
1533	3299	1002
1534	3299	999
1535	3300	996
1536	3304	995
1537	3304	992
1538	3304	989
1539	3305	987
1540	3305	984
1541	3305	981
1542	3306	979
1543	3306	976
1544	3306	973
1545	3306	971
1546	3307	968
1547	3307	965
1548	3307	963
1549	3308	960
1550	3308	957
1551	3310	955
1552	3311	953
1553	3311	950
1554	3312	947
1555	3316	946
1556	3318	944
1557	3327	943
1558	3328	941
1559	3329	939
1560	3329	936
1561	3330	933
1562	3330	931
1563	3331	928
1564	3332	926
1565	3332	923
1566	3332	920
1567	3333	918
1568	3333	915
1569	3333	913
1570	3336	911
1571	3336	908
1572	3336	905
1573	3337	903
1574	3337	900
1575	3337	897
1576	3338	895
1577	3338	892
1578	3338	890
1579	3339	887
1580	3339	885
1581	3340	882
1582	3340	880
1583	3341	877
1584	3341	874
1585	3342	872
1586	3342	869
1587	3343	867
1588	3349	866
1589	3349	863
1590	3349	861
1591	3350	858
1592	3351	856
1593	3351	853
1594	3353	851
1595	3353	848
1596	3354	846
1597	3354	843
1598	3355	841
1599	3355	838
1600	3356	836
1601	3356	833
1602	3357	831
1603	3357	828
1604	3358	826
1605	3358	823
1606	3359	821
1607	3359	819
1608	3360	816
1609	3360	814
1610	3360	811
1611	3361	808
1612	3361	806
1613	3361	804
1614	3362	801
1615	3362	799
1616	3363	796
1617	3363	794
1618	3363	791
1619	3363	789
1620	3364	786
1621	3364	784
1622	3364	781
1623	3365	779
1624	3366	776
1625	3371	775
1626	3371	772
1627	3372	770
1628	3372	768
1629	3374	766
1630	3375	763
1631	3375	761
1632	3375	758
1633	3376	756
1634	3376	753
1635	3376	751
1636	3376	748
1637	3377	746
1638	3377	743
1639	3377	741
1640	3378	739
1641	3380	737
1642	3381	734
1643	3381	732
1644	3381	729
1645	3382	727
1646	3382	725
1647	3382	722
1648	3383	720
1649	3383	717
1650	3383	715
1651	3383	712
1652	3384	710
1653	3384	708
1654	3384	705
1655	3385	703
1656	3385	700
1657	3385	698
1658	3385	695
1659	3385	693
1660	3386	691
1661	3386	688
1662	3386	686
1663	3386	683
1664	3386	681
1665	3387	679
1666	3387	676
1667	3387	674
1668	3388	671
1669	3389	669
1670	3389	667
1671	3390	665
1672	3391	662
1673	3391	660
1674	3392	658
1675	3414	660
1676	3415	657
1677	3416	655
1678	3446	658
1679	3447	656
1680	3447	654
1681	3448	652
1682	3449	649
1683	3449	647
1684	3449	644
1685	3450	642
1686	3450	640
1687	3450	637
1688	3451	635
1689	3453	633
1690	3476	635
1691	3477	632
1692	3477	630
1693	3477	628
1694	3479	626
1695	3479	623
1696	3479	621
1697	3480	619
1698	3480	616
1699	3480	614
1700	3481	611
1701	3538	619
1702	3539	617
1703	3539	614
1704	3539	612
1705	3540	610
1706	3541	607
1707	3541	605
1708	3541	603
1709	3541	600
1710	3542	598
1711	3542	595
1712	3542	593
1713	3542	591
1714	3543	588
1715	3546	586
1716	3547	584
1717	3557	583
1718	3557	581
1719	3561	579
1720	3568	578
1721	3568	576
1722	3569	573
1723	3571	571
1724	3571	569
1725	3571	567
1726	3572	564
1727	3572	562
1728	3572	560
1729	3573	557
1730	3573	555
1731	3574	553
1732	3574	550
1733	3574	548
1734	3575	546
1735	3577	544
1736	3585	542
1737	3590	541
1738	3590	538
1739	3591	536
1740	3595	534
1741	3595	532
1742	3596	530
1743	3596	527
1744	3596	525
1745	3596	523
1746	3597	520
1747	3597	518
1748	3597	516
1749	3598	514
