iter	Logloss
1501	0.4463646574
1502	0.4463646574
1503	0.4463646574
1504	0.4463646574
1505	0.4463646574
1506	0.4463646574
1507	0.4463646574
1508	0.4463646574
1509	0.4463646574
1510	0.4463646574
1511	0.4463646574
1512	0.4463646574
1513	0.4463646574
1514	0.4463646574
1515	0.4463646574
1516	0.4463646574
1517	0.4463646574
1518	0.4463646574
1519	0.4463646574
1520	0.4463646574
1521	0.4463646574
1522	0.4463646574
1523	0.4463646574
1524	0.4463646574
1525	0.4463646574
1526	0.4463646574
1527	0.4463646574
1528	0.4463646574
1529	0.4463646574
1530	0.4463646574
1531	0.4463646574
1532	0.4463646574
1533	0.4463646574
1534	0.4463646574
1535	0.4463646574
1536	0.4463646574
1537	0.4463646574
1538	0.4463646574
1539	0.4463646574
1540	0.4463646574
1541	0.4463646574
1542	0.4463646574
1543	0.4463646574
1544	0.4463646574
1545	0.4463646574
1546	0.4463646574
1547	0.4463646574
1548	0.4463646574
1549	0.4463646574
1550	0.4463646574
1551	0.4463646574
1552	0.4463646574
1553	0.4463646574
1554	0.4463646574
1555	0.4463646574
1556	0.4463646574
1557	0.4463646574
1558	0.4463646574
1559	0.4463646574
1560	0.4463646574
1561	0.4463646574
1562	0.4463646574
1563	0.4463646574
1564	0.4463646574
1565	0.4463646574
1566	0.4463646574
1567	0.4463646574
1568	0.4463646574
1569	0.4463646574
1570	0.4463646574
1571	0.4463646574
1572	0.4463646574
1573	0.4463646574
1574	0.4463646574
1575	0.4463646574
1576	0.4463646574
1577	0.4463646574
1578	0.4463646574
1579	0.4463646574
1580	0.4463646574
1581	0.4463646574
1582	0.4463646574
1583	0.4463646574
1584	0.4463646574
1585	0.4463646574
1586	0.4463646574
1587	0.4463646574
1588	0.4463646574
1589	0.4463646574
1590	0.4463646574
1591	0.4463646574
1592	0.4463646574
1593	0.4463646574
1594	0.4463646574
1595	0.4463646574
1596	0.4463646574
1597	0.4463646574
1598	0.4463646574
1599	0.4463646574
1600	0.4463646574
1601	0.4463646574
1602	0.4463646574
1603	0.4463646574
1604	0.4463646574
1605	0.4463646574
1606	0.4463646574
1607	0.4463646574
1608	0.4463646574
1609	0.4463646574
1610	0.4463646574
1611	0.4463646574
1612	0.4463646574
1613	0.4463646574
1614	0.4463646574
1615	0.4463646574
1616	0.4463646574
1617	0.4463646574
1618	0.4463646574
1619	0.4463646574
1620	0.4463646574
1621	0.4463646574
1622	0.4463646574
1623	0.4463646574
1624	0.4463646574
1625	0.4463646574
1626	0.4463646574
1627	0.4463646574
1628	0.4463646574
1629	0.4463646574
1630	0.4463646574
1631	0.4463646574
1632	0.4463646574
1633	0.4463646574
1634	0.4463646574
1635	0.4463646574
1636	0.4463646574
1637	0.4463646574
1638	0.4463646574
1639	0.4463646574
1640	0.4463646574
1641	0.4463646574
1642	0.4463646574
1643	0.4463646574
1644	0.4463646574
1645	0.4463646574
1646	0.4463646574
1647	0.4463646574
1648	0.4463646574
1649	0.4463646574
1650	0.4463646574
1651	0.4463646574
1652	0.4463646574
1653	0.4463646574
1654	0.4463646574
1655	0.4463646574
1656	0.4463646574
1657	0.4463646574
1658	0.4463646574
1659	0.4463646574
1660	0.4463646574
1661	0.4463646574
1662	0.4463646574
1663	0.4463646574
1664	0.4463646574
1665	0.4463646574
1666	0.4463646574
1667	0.4463646574
1668	0.4463646574
1669	0.4463646574
1670	0.4463646574
1671	0.4463646574
1672	0.4463646574
1673	0.4463646574
1674	0.4463646574
1675	0.4463646574
1676	0.4463646574
1677	0.4463646574
1678	0.4463646574
1679	0.4463646574
1680	0.4463646574
1681	0.4463646574
1682	0.4463646574
1683	0.4463646574
1684	0.4463646574
1685	0.4463646574
1686	0.4463646574
1687	0.4463646574
1688	0.4463646574
1689	0.4463646574
1690	0.4463646574
1691	0.4463646574
1692	0.4463646574
1693	0.4463646574
1694	0.4463646574
1695	0.4463646574
1696	0.4463646574
1697	0.4463646574
1698	0.4463646574
1699	0.4463646574
1700	0.4463646574
1701	0.4463646574
1702	0.4463646574
1703	0.4463646574
1704	0.4463646574
1705	0.4463646574
1706	0.4463646574
1707	0.4463646574
1708	0.4463646574
1709	0.4463646574
1710	0.4463646574
1711	0.4463646574
1712	0.4463646574
1713	0.4463646574
1714	0.4463646574
1715	0.4463646574
1716	0.4463646574
1717	0.4463646574
1718	0.4463646574
1719	0.4463646574
1720	0.4463646574
1721	0.4463646574
1722	0.4463646574
1723	0.4463646574
1724	0.4463646574
1725	0.4463646574
1726	0.4463646574
1727	0.4463646574
1728	0.4463646574
1729	0.4463646574
1730	0.4463646574
1731	0.4463646574
1732	0.4463646574
1733	0.4463646574
1734	0.4463646574
1735	0.4463646574
1736	0.4463646574
1737	0.4463646574
1738	0.4463646574
1739	0.4463646574
1740	0.4463646574
1741	0.4463646574
1742	0.4463646574
1743	0.4463646574
1744	0.4463646574
1745	0.4463646574
1746	0.4463646574
1747	0.4463646574
1748	0.4463646574
1749	0.4463646574
1750	0.4463646574
1751	0.4463646574
1752	0.4463646574
1753	0.4463646574
1754	0.4463646574
1755	0.4463646574
1756	0.4463646574
1757	0.4463646574
1758	0.4463646574
1759	0.4463646574
1760	0.4463646574
1761	0.4463646574
1762	0.4463646574
1763	0.4463646574
1764	0.4463646574
1765	0.4463646574
1766	0.4463646574
1767	0.4463646574
1768	0.4463646574
1769	0.4463646574
1770	0.4463646574
1771	0.4463646574
1772	0.4463646574
1773	0.4463646574
1774	0.4463646574
1775	0.4463646574
1776	0.4463646574
1777	0.4463646574
1778	0.4463646574
1779	0.4463646574
1780	0.4463646574
1781	0.4463646574
1782	0.4463646574
1783	0.4463646574
1784	0.4463646574
1785	0.4463646574
1786	0.4463646574
1787	0.4463646574
1788	0.4463646574
1789	0.4463646574
1790	0.4463646574
1791	0.4463646574
1792	0.4463646574
1793	0.4463646574
1794	0.4463646574
1795	0.4463646574
1796	0.4463646574
1797	0.4463646574
1798	0.4463646574
1799	0.4463646574
1800	0.4463646574
1801	0.4463646574
1802	0.4463646574
1803	0.4463646574
1804	0.4463646574
1805	0.4463646574
1806	0.4463646574
1807	0.4463646574
1808	0.4463646574
1809	0.4463646574
1810	0.4463646574
1811	0.4463646574
1812	0.4463646574
1813	0.4463646574
1814	0.4463646574
1815	0.4463646574
1816	0.4463646574
1817	0.4463646574
1818	0.4463646574
1819	0.4463646574
1820	0.4463646574
1821	0.4463646574
1822	0.4463646574
1823	0.4463646574
1824	0.4463646574
1825	0.4463646574
1826	0.4463646574
1827	0.4463646574
1828	0.4463646574
1829	0.4463646574
1830	0.4463646574
1831	0.4463646574
1832	0.4463646574
1833	0.4463646574
1834	0.4463646574
1835	0.4463646574
1836	0.4463646574
1837	0.4463646574
1838	0.4463646574
1839	0.4463646574
1840	0.4463646574
1841	0.4463646574
1842	0.4463646574
1843	0.4463646574
1844	0.4463646574
1845	0.4463646574
1846	0.4463646574
1847	0.4463646574
1848	0.4463646574
1849	0.4463646574
1850	0.4463646574
1851	0.4463646574
1852	0.4463646574
1853	0.4463646574
1854	0.4463646574
1855	0.4463646574
1856	0.4463646574
1857	0.4463646574
1858	0.4463646574
1859	0.4463646574
1860	0.4463646574
1861	0.4463646574
1862	0.4463646574
1863	0.4463646574
1864	0.4463646574
1865	0.4463646574
1866	0.4463646574
1867	0.4463646574
1868	0.4463646574
1869	0.4463646574
1870	0.4463646574
1871	0.4463646574
1872	0.4463646574
1873	0.4463646574
1874	0.4463646574
1875	0.4463646574
1876	0.4463646574
1877	0.4463646574
1878	0.4463646574
1879	0.4463646574
1880	0.4463646574
1881	0.4463646574
1882	0.4463646574
1883	0.4463646574
1884	0.4463646574
1885	0.4463646574
1886	0.4463646574
1887	0.4463646574
1888	0.4463646574
1889	0.4463646574
1890	0.4463646574
1891	0.4463646574
1892	0.4463646574
1893	0.4463646574
1894	0.4463646574
1895	0.4463646574
1896	0.4463646574
1897	0.4463646574
1898	0.4463646574
1899	0.4463646574
1900	0.4463646574
1901	0.4463646574
1902	0.4463646574
1903	0.4463646574
1904	0.4463646574
1905	0.4463646574
1906	0.4463646574
1907	0.4463646574
1908	0.4463646574
1909	0.4463646574
1910	0.4463646574
1911	0.4463646574
1912	0.4463646574
1913	0.4463646574
1914	0.4463646574
1915	0.4463646574
1916	0.4463646574
1917	0.4463646574
1918	0.4463646574
1919	0.4463646574
1920	0.4463646574
1921	0.4463646574
1922	0.4463646574
1923	0.4463646574
1924	0.4463646574
1925	0.4463646574
1926	0.4463646574
1927	0.4463646574
1928	0.4463646574
1929	0.4463646574
1930	0.4463646574
1931	0.4463646574
1932	0.4463646574
1933	0.4463646574
1934	0.4463646574
1935	0.4463646574
1936	0.4463646574
1937	0.4463646574
1938	0.4463646574
1939	0.4463646574
1940	0.4463646574
1941	0.4463646574
1942	0.4463646574
1943	0.4463646574
1944	0.4463646574
1945	0.4463646574
1946	0.4463646574
1947	0.4463646574
1948	0.4463646574
1949	0.4463646574
1950	0.4463646574
1951	0.4463646574
1952	0.4463646574
1953	0.4463646574
1954	0.4463646574
1955	0.4463646574
1956	0.4463646574
1957	0.4463646574
1958	0.4463646574
1959	0.4463646574
1960	0.4463646574
1961	0.4463646574
1962	0.4463646574
1963	0.4463646574
1964	0.4463646574
1965	0.4463646574
1966	0.4463646574
1967	0.4463646574
1968	0.4463646574
1969	0.4463646574
1970	0.4463646574
1971	0.4463646574
1972	0.4463646574
1973	0.4463646574
1974	0.4463646574
1975	0.4463646574
1976	0.4463646574
1977	0.4463646574
1978	0.4463646574
1979	0.4463646574
1980	0.4463646574
1981	0.4463646574
1982	0.4463646574
1983	0.4463646574
1984	0.4463646574
1985	0.4463646574
1986	0.4463646574
1987	0.4463646574
1988	0.4463646574
1989	0.4463646574
1990	0.4463646574
1991	0.4463646574
1992	0.4463646574
1993	0.4463646574
1994	0.4463646574
1995	0.4463646574
1996	0.4463646574
1997	0.4463646574
1998	0.4463646574
1999	0.4463646574
