iter	Logloss
293	0.4463939796
294	0.4463943022
295	0.4463926259
296	0.4463895391
297	0.4463874727
298	0.4463874727
299	0.4463874727
300	0.4463874727
301	0.4463879465
302	0.446385217
303	0.4463852384
304	0.4463827755
305	0.446382031
306	0.4463823043
307	0.4463834768
308	0.4463800394
309	0.4463818894
310	0.4463825185
311	0.4463817261
312	0.4463795471
313	0.4463788717
314	0.4463780107
315	0.4463782908
316	0.446377004
317	0.4463766909
318	0.4463750976
319	0.446373401
320	0.4463736504
321	0.4463753496
322	0.4463741581
323	0.4463737904
324	0.4463733526
325	0.4463708887
326	0.4463731963
327	0.4463707269
328	0.4463688037
329	0.4463669034
330	0.446367583
331	0.4463663372
332	0.4463676953
333	0.4463642463
334	0.4463642463
335	0.4463646574
336	0.4463646574
337	0.4463646574
338	0.4463646574
339	0.4463646574
340	0.4463646574
341	0.4463646574
342	0.4463646574
343	0.4463646574
344	0.4463646574
345	0.4463646574
346	0.4463646574
347	0.4463646574
348	0.4463646574
349	0.4463646574
350	0.4463646574
351	0.4463646574
352	0.4463646574
353	0.4463646574
354	0.4463646574
355	0.4463646574
356	0.4463646574
357	0.4463646574
358	0.4463646574
359	0.4463646574
360	0.4463646574
361	0.4463646574
362	0.4463646574
363	0.4463646574
364	0.4463646574
365	0.4463646574
366	0.4463646574
367	0.4463646574
368	0.4463646574
369	0.4463646574
370	0.4463646574
371	0.4463646574
372	0.4463646574
373	0.4463646574
374	0.4463646574
375	0.4463646574
376	0.4463646574
377	0.4463646574
378	0.4463646574
379	0.4463646574
380	0.4463646574
381	0.4463646574
382	0.4463646574
383	0.4463646574
384	0.4463646574
385	0.4463646574
386	0.4463646574
387	0.4463646574
388	0.4463646574
389	0.4463646574
390	0.4463646574
391	0.4463646574
392	0.4463646574
393	0.4463646574
394	0.4463646574
395	0.4463646574
396	0.4463646574
397	0.4463646574
398	0.4463646574
399	0.4463646574
400	0.4463646574
401	0.4463646574
402	0.4463646574
403	0.4463646574
404	0.4463646574
405	0.4463646574
406	0.4463646574
407	0.4463646574
408	0.4463646574
409	0.4463646574
410	0.4463646574
411	0.4463646574
412	0.4463646574
413	0.4463646574
414	0.4463646574
415	0.4463646574
416	0.4463646574
417	0.4463646574
418	0.4463646574
419	0.4463646574
420	0.4463646574
421	0.4463646574
422	0.4463646574
423	0.4463646574
424	0.4463646574
425	0.4463646574
426	0.4463646574
427	0.4463646574
428	0.4463646574
429	0.4463646574
430	0.4463646574
431	0.4463646574
432	0.4463646574
433	0.4463646574
434	0.4463646574
435	0.4463646574
436	0.4463646574
437	0.4463646574
438	0.4463646574
439	0.4463646574
440	0.4463646574
441	0.4463646574
442	0.4463646574
443	0.4463646574
444	0.4463646574
445	0.4463646574
446	0.4463646574
447	0.4463646574
448	0.4463646574
449	0.4463646574
450	0.4463646574
451	0.4463646574
452	0.4463646574
453	0.4463646574
454	0.4463646574
455	0.4463646574
456	0.4463646574
457	0.4463646574
458	0.4463646574
459	0.4463646574
460	0.4463646574
461	0.4463646574
462	0.4463646574
463	0.4463646574
464	0.4463646574
465	0.4463646574
466	0.4463646574
467	0.4463646574
468	0.4463646574
469	0.4463646574
470	0.4463646574
471	0.4463646574
472	0.4463646574
473	0.4463646574
474	0.4463646574
475	0.4463646574
476	0.4463646574
477	0.4463646574
478	0.4463646574
479	0.4463646574
480	0.4463646574
481	0.4463646574
482	0.4463646574
483	0.4463646574
484	0.4463646574
485	0.4463646574
486	0.4463646574
487	0.4463646574
488	0.4463646574
489	0.4463646574
490	0.4463646574
491	0.4463646574
492	0.4463646574
493	0.4463646574
494	0.4463646574
495	0.4463646574
496	0.4463646574
497	0.4463646574
498	0.4463646574
499	0.4463646574
500	0.4463646574
501	0.4463646574
502	0.4463646574
503	0.4463646574
504	0.4463646574
505	0.4463646574
506	0.4463646574
507	0.4463646574
508	0.4463646574
509	0.4463646574
510	0.4463646574
511	0.4463646574
512	0.4463646574
513	0.4463646574
514	0.4463646574
515	0.4463646574
516	0.4463646574
517	0.4463646574
518	0.4463646574
519	0.4463646574
520	0.4463646574
521	0.4463646574
522	0.4463646574
523	0.4463646574
524	0.4463646574
525	0.4463646574
526	0.4463646574
527	0.4463646574
528	0.4463646574
529	0.4463646574
530	0.4463646574
531	0.4463646574
532	0.4463646574
533	0.4463646574
534	0.4463646574
535	0.4463646574
536	0.4463646574
537	0.4463646574
538	0.4463646574
539	0.4463646574
540	0.4463646574
541	0.4463646574
542	0.4463646574
543	0.4463646574
544	0.4463646574
545	0.4463646574
546	0.4463646574
547	0.4463646574
548	0.4463646574
549	0.4463646574
550	0.4463646574
551	0.4463646574
552	0.4463646574
553	0.4463646574
554	0.4463646574
555	0.4463646574
556	0.4463646574
557	0.4463646574
558	0.4463646574
559	0.4463646574
560	0.4463646574
561	0.4463646574
562	0.4463646574
563	0.4463646574
564	0.4463646574
565	0.4463646574
566	0.4463646574
567	0.4463646574
568	0.4463646574
569	0.4463646574
570	0.4463646574
571	0.4463646574
572	0.4463646574
573	0.4463646574
574	0.4463646574
575	0.4463646574
576	0.4463646574
577	0.4463646574
578	0.4463646574
579	0.4463646574
580	0.4463646574
581	0.4463646574
582	0.4463646574
583	0.4463646574
584	0.4463646574
585	0.4463646574
586	0.4463646574
587	0.4463646574
588	0.4463646574
589	0.4463646574
590	0.4463646574
591	0.4463646574
592	0.4463646574
593	0.4463646574
594	0.4463646574
595	0.4463646574
596	0.4463646574
597	0.4463646574
598	0.4463646574
599	0.4463646574
600	0.4463646574
601	0.4463646574
602	0.4463646574
603	0.4463646574
604	0.4463646574
605	0.4463646574
606	0.4463646574
607	0.4463646574
608	0.4463646574
609	0.4463646574
610	0.4463646574
611	0.4463646574
612	0.4463646574
613	0.4463646574
614	0.4463646574
615	0.4463646574
616	0.4463646574
617	0.4463646574
618	0.4463646574
619	0.4463646574
620	0.4463646574
621	0.4463646574
622	0.4463646574
623	0.4463646574
624	0.4463646574
625	0.4463646574
626	0.4463646574
627	0.4463646574
628	0.4463646574
629	0.4463646574
630	0.4463646574
631	0.4463646574
632	0.4463646574
633	0.4463646574
634	0.4463646574
635	0.4463646574
636	0.4463646574
637	0.4463646574
638	0.4463646574
639	0.4463646574
640	0.4463646574
641	0.4463646574
642	0.4463646574
643	0.4463646574
644	0.4463646574
645	0.4463646574
646	0.4463646574
647	0.4463646574
648	0.4463646574
649	0.4463646574
650	0.4463646574
651	0.4463646574
652	0.4463646574
653	0.4463646574
654	0.4463646574
655	0.4463646574
656	0.4463646574
657	0.4463646574
658	0.4463646574
659	0.4463646574
660	0.4463646574
661	0.4463646574
662	0.4463646574
663	0.4463646574
664	0.4463646574
665	0.4463646574
666	0.4463646574
667	0.4463646574
668	0.4463646574
669	0.4463646574
670	0.4463646574
671	0.4463646574
672	0.4463646574
673	0.4463646574
674	0.4463646574
675	0.4463646574
676	0.4463646574
677	0.4463646574
678	0.4463646574
679	0.4463646574
680	0.4463646574
681	0.4463646574
682	0.4463646574
683	0.4463646574
684	0.4463646574
685	0.4463646574
686	0.4463646574
687	0.4463646574
688	0.4463646574
689	0.4463646574
690	0.4463646574
691	0.4463646574
692	0.4463646574
693	0.4463646574
694	0.4463646574
695	0.4463646574
696	0.4463646574
697	0.4463646574
698	0.4463646574
699	0.4463646574
700	0.4463646574
701	0.4463646574
702	0.4463646574
703	0.4463646574
704	0.4463646574
705	0.4463646574
706	0.4463646574
707	0.4463646574
708	0.4463646574
709	0.4463646574
710	0.4463646574
711	0.4463646574
712	0.4463646574
713	0.4463646574
714	0.4463646574
715	0.4463646574
716	0.4463646574
717	0.4463646574
718	0.4463646574
719	0.4463646574
720	0.4463646574
721	0.4463646574
722	0.4463646574
723	0.4463646574
724	0.4463646574
725	0.4463646574
726	0.4463646574
727	0.4463646574
728	0.4463646574
729	0.4463646574
730	0.4463646574
731	0.4463646574
732	0.4463646574
733	0.4463646574
734	0.4463646574
735	0.4463646574
736	0.4463646574
737	0.4463646574
738	0.4463646574
739	0.4463646574
740	0.4463646574
741	0.4463646574
742	0.4463646574
743	0.4463646574
744	0.4463646574
745	0.4463646574
746	0.4463646574
747	0.4463646574
748	0.4463646574
749	0.4463646574
750	0.4463646574
751	0.4463646574
752	0.4463646574
753	0.4463646574
754	0.4463646574
755	0.4463646574
756	0.4463646574
757	0.4463646574
758	0.4463646574
759	0.4463646574
760	0.4463646574
761	0.4463646574
762	0.4463646574
763	0.4463646574
764	0.4463646574
765	0.4463646574
766	0.4463646574
767	0.4463646574
768	0.4463646574
769	0.4463646574
770	0.4463646574
771	0.4463646574
772	0.4463646574
773	0.4463646574
774	0.4463646574
775	0.4463646574
776	0.4463646574
777	0.4463646574
778	0.4463646574
779	0.4463646574
780	0.4463646574
781	0.4463646574
782	0.4463646574
783	0.4463646574
784	0.4463646574
785	0.4463646574
786	0.4463646574
787	0.4463646574
788	0.4463646574
789	0.4463646574
790	0.4463646574
791	0.4463646574
792	0.4463646574
793	0.4463646574
794	0.4463646574
795	0.4463646574
796	0.4463646574
797	0.4463646574
798	0.4463646574
799	0.4463646574
800	0.4463646574
801	0.4463646574
802	0.4463646574
803	0.4463646574
804	0.4463646574
805	0.4463646574
806	0.4463646574
807	0.4463646574
808	0.4463646574
809	0.4463646574
810	0.4463646574
811	0.4463646574
812	0.4463646574
813	0.4463646574
814	0.4463646574
815	0.4463646574
816	0.4463646574
817	0.4463646574
818	0.4463646574
819	0.4463646574
820	0.4463646574
821	0.4463646574
822	0.4463646574
823	0.4463646574
824	0.4463646574
825	0.4463646574
826	0.4463646574
827	0.4463646574
828	0.4463646574
829	0.4463646574
830	0.4463646574
831	0.4463646574
832	0.4463646574
833	0.4463646574
834	0.4463646574
835	0.4463646574
836	0.4463646574
837	0.4463646574
838	0.4463646574
839	0.4463646574
840	0.4463646574
841	0.4463646574
842	0.4463646574
843	0.4463646574
844	0.4463646574
845	0.4463646574
846	0.4463646574
847	0.4463646574
848	0.4463646574
849	0.4463646574
850	0.4463646574
851	0.4463646574
852	0.4463646574
853	0.4463646574
854	0.4463646574
855	0.4463646574
856	0.4463646574
857	0.4463646574
858	0.4463646574
859	0.4463646574
860	0.4463646574
861	0.4463646574
862	0.4463646574
863	0.4463646574
864	0.4463646574
865	0.4463646574
866	0.4463646574
867	0.4463646574
868	0.4463646574
869	0.4463646574
870	0.4463646574
871	0.4463646574
872	0.4463646574
873	0.4463646574
874	0.4463646574
875	0.4463646574
876	0.4463646574
877	0.4463646574
878	0.4463646574
879	0.4463646574
880	0.4463646574
881	0.4463646574
882	0.4463646574
883	0.4463646574
884	0.4463646574
885	0.4463646574
886	0.4463646574
887	0.4463646574
888	0.4463646574
889	0.4463646574
890	0.4463646574
891	0.4463646574
892	0.4463646574
893	0.4463646574
894	0.4463646574
895	0.4463646574
896	0.4463646574
897	0.4463646574
898	0.4463646574
899	0.4463646574
900	0.4463646574
901	0.4463646574
902	0.4463646574
903	0.4463646574
904	0.4463646574
905	0.4463646574
906	0.4463646574
907	0.4463646574
908	0.4463646574
909	0.4463646574
910	0.4463646574
911	0.4463646574
912	0.4463646574
913	0.4463646574
914	0.4463646574
915	0.4463646574
916	0.4463646574
917	0.4463646574
918	0.4463646574
919	0.4463646574
920	0.4463646574
921	0.4463646574
922	0.4463646574
923	0.4463646574
924	0.4463646574
925	0.4463646574
926	0.4463646574
927	0.4463646574
928	0.4463646574
929	0.4463646574
930	0.4463646574
931	0.4463646574
932	0.4463646574
933	0.4463646574
934	0.4463646574
935	0.4463646574
936	0.4463646574
937	0.4463646574
938	0.4463646574
939	0.4463646574
940	0.4463646574
941	0.4463646574
942	0.4463646574
943	0.4463646574
944	0.4463646574
945	0.4463646574
946	0.4463646574
947	0.4463646574
948	0.4463646574
949	0.4463646574
950	0.4463646574
951	0.4463646574
952	0.4463646574
953	0.4463646574
954	0.4463646574
955	0.4463646574
956	0.4463646574
957	0.4463646574
958	0.4463646574
959	0.4463646574
960	0.4463646574
961	0.4463646574
962	0.4463646574
963	0.4463646574
964	0.4463646574
965	0.4463646574
966	0.4463646574
967	0.4463646574
968	0.4463646574
969	0.4463646574
970	0.4463646574
971	0.4463646574
972	0.4463646574
973	0.4463646574
974	0.4463646574
975	0.4463646574
976	0.4463646574
977	0.4463646574
978	0.4463646574
979	0.4463646574
980	0.4463646574
981	0.4463646574
982	0.4463646574
983	0.4463646574
984	0.4463646574
985	0.4463646574
986	0.4463646574
987	0.4463646574
988	0.4463646574
989	0.4463646574
990	0.4463646574
991	0.4463646574
992	0.4463646574
993	0.4463646574
994	0.4463646574
995	0.4463646574
996	0.4463646574
997	0.4463646574
998	0.4463646574
999	0.4463646574
1000	0.4463646574
1001	0.4463646574
1002	0.4463646574
1003	0.4463646574
1004	0.4463646574
1005	0.4463646574
1006	0.4463646574
1007	0.4463646574
1008	0.4463646574
1009	0.4463646574
1010	0.4463646574
1011	0.4463646574
1012	0.4463646574
1013	0.4463646574
1014	0.4463646574
1015	0.4463646574
1016	0.4463646574
1017	0.4463646574
1018	0.4463646574
1019	0.4463646574
1020	0.4463646574
1021	0.4463646574
1022	0.4463646574
1023	0.4463646574
1024	0.4463646574
1025	0.4463646574
1026	0.4463646574
1027	0.4463646574
1028	0.4463646574
1029	0.4463646574
1030	0.4463646574
1031	0.4463646574
1032	0.4463646574
1033	0.4463646574
1034	0.4463646574
1035	0.4463646574
1036	0.4463646574
1037	0.4463646574
1038	0.4463646574
1039	0.4463646574
1040	0.4463646574
1041	0.4463646574
1042	0.4463646574
1043	0.4463646574
1044	0.4463646574
1045	0.4463646574
1046	0.4463646574
1047	0.4463646574
1048	0.4463646574
1049	0.4463646574
1050	0.4463646574
1051	0.4463646574
1052	0.4463646574
1053	0.4463646574
1054	0.4463646574
1055	0.4463646574
1056	0.4463646574
1057	0.4463646574
1058	0.4463646574
1059	0.4463646574
1060	0.4463646574
1061	0.4463646574
1062	0.4463646574
1063	0.4463646574
1064	0.4463646574
1065	0.4463646574
1066	0.4463646574
1067	0.4463646574
1068	0.4463646574
1069	0.4463646574
1070	0.4463646574
1071	0.4463646574
1072	0.4463646574
1073	0.4463646574
1074	0.4463646574
1075	0.4463646574
1076	0.4463646574
1077	0.4463646574
1078	0.4463646574
1079	0.4463646574
1080	0.4463646574
1081	0.4463646574
1082	0.4463646574
1083	0.4463646574
1084	0.4463646574
1085	0.4463646574
1086	0.4463646574
1087	0.4463646574
1088	0.4463646574
1089	0.4463646574
1090	0.4463646574
1091	0.4463646574
1092	0.4463646574
1093	0.4463646574
1094	0.4463646574
1095	0.4463646574
1096	0.4463646574
1097	0.4463646574
1098	0.4463646574
1099	0.4463646574
1100	0.4463646574
1101	0.4463646574
1102	0.4463646574
1103	0.4463646574
1104	0.4463646574
1105	0.4463646574
1106	0.4463646574
1107	0.4463646574
1108	0.4463646574
1109	0.4463646574
1110	0.4463646574
1111	0.4463646574
1112	0.4463646574
1113	0.4463646574
1114	0.4463646574
1115	0.4463646574
1116	0.4463646574
1117	0.4463646574
1118	0.4463646574
1119	0.4463646574
1120	0.4463646574
1121	0.4463646574
1122	0.4463646574
1123	0.4463646574
1124	0.4463646574
1125	0.4463646574
1126	0.4463646574
1127	0.4463646574
1128	0.4463646574
1129	0.4463646574
1130	0.4463646574
1131	0.4463646574
1132	0.4463646574
1133	0.4463646574
1134	0.4463646574
1135	0.4463646574
1136	0.4463646574
1137	0.4463646574
1138	0.4463646574
1139	0.4463646574
1140	0.4463646574
1141	0.4463646574
1142	0.4463646574
1143	0.4463646574
1144	0.4463646574
1145	0.4463646574
1146	0.4463646574
1147	0.4463646574
1148	0.4463646574
1149	0.4463646574
1150	0.4463646574
1151	0.4463646574
1152	0.4463646574
1153	0.4463646574
1154	0.4463646574
1155	0.4463646574
1156	0.4463646574
1157	0.4463646574
1158	0.4463646574
1159	0.4463646574
1160	0.4463646574
1161	0.4463646574
1162	0.4463646574
1163	0.4463646574
1164	0.4463646574
1165	0.4463646574
1166	0.4463646574
1167	0.4463646574
1168	0.4463646574
1169	0.4463646574
1170	0.4463646574
1171	0.4463646574
1172	0.4463646574
1173	0.4463646574
1174	0.4463646574
1175	0.4463646574
1176	0.4463646574
1177	0.4463646574
1178	0.4463646574
1179	0.4463646574
1180	0.4463646574
1181	0.4463646574
1182	0.4463646574
1183	0.4463646574
1184	0.4463646574
1185	0.4463646574
1186	0.4463646574
1187	0.4463646574
1188	0.4463646574
1189	0.4463646574
1190	0.4463646574
1191	0.4463646574
1192	0.4463646574
1193	0.4463646574
1194	0.4463646574
1195	0.4463646574
1196	0.4463646574
1197	0.4463646574
1198	0.4463646574
1199	0.4463646574
1200	0.4463646574
1201	0.4463646574
1202	0.4463646574
1203	0.4463646574
1204	0.4463646574
1205	0.4463646574
1206	0.4463646574
1207	0.4463646574
1208	0.4463646574
1209	0.4463646574
1210	0.4463646574
1211	0.4463646574
1212	0.4463646574
1213	0.4463646574
1214	0.4463646574
1215	0.4463646574
1216	0.4463646574
1217	0.4463646574
1218	0.4463646574
1219	0.4463646574
1220	0.4463646574
1221	0.4463646574
1222	0.4463646574
1223	0.4463646574
1224	0.4463646574
1225	0.4463646574
1226	0.4463646574
1227	0.4463646574
1228	0.4463646574
1229	0.4463646574
1230	0.4463646574
1231	0.4463646574
1232	0.4463646574
1233	0.4463646574
1234	0.4463646574
1235	0.4463646574
1236	0.4463646574
1237	0.4463646574
1238	0.4463646574
1239	0.4463646574
1240	0.4463646574
1241	0.4463646574
1242	0.4463646574
1243	0.4463646574
1244	0.4463646574
1245	0.4463646574
1246	0.4463646574
1247	0.4463646574
1248	0.4463646574
1249	0.4463646574
1250	0.4463646574
1251	0.4463646574
1252	0.4463646574
1253	0.4463646574
1254	0.4463646574
1255	0.4463646574
1256	0.4463646574
1257	0.4463646574
1258	0.4463646574
1259	0.4463646574
1260	0.4463646574
1261	0.4463646574
1262	0.4463646574
1263	0.4463646574
1264	0.4463646574
1265	0.4463646574
1266	0.4463646574
1267	0.4463646574
1268	0.4463646574
1269	0.4463646574
1270	0.4463646574
1271	0.4463646574
1272	0.4463646574
1273	0.4463646574
1274	0.4463646574
1275	0.4463646574
1276	0.4463646574
1277	0.4463646574
1278	0.4463646574
1279	0.4463646574
1280	0.4463646574
1281	0.4463646574
1282	0.4463646574
1283	0.4463646574
1284	0.4463646574
1285	0.4463646574
1286	0.4463646574
1287	0.4463646574
1288	0.4463646574
1289	0.4463646574
1290	0.4463646574
1291	0.4463646574
1292	0.4463646574
1293	0.4463646574
1294	0.4463646574
1295	0.4463646574
1296	0.4463646574
1297	0.4463646574
1298	0.4463646574
1299	0.4463646574
1300	0.4463646574
1301	0.4463646574
1302	0.4463646574
1303	0.4463646574
1304	0.4463646574
1305	0.4463646574
1306	0.4463646574
1307	0.4463646574
1308	0.4463646574
1309	0.4463646574
1310	0.4463646574
1311	0.4463646574
1312	0.4463646574
1313	0.4463646574
1314	0.4463646574
1315	0.4463646574
1316	0.4463646574
1317	0.4463646574
1318	0.4463646574
1319	0.4463646574
1320	0.4463646574
1321	0.4463646574
1322	0.4463646574
1323	0.4463646574
1324	0.4463646574
1325	0.4463646574
1326	0.4463646574
1327	0.4463646574
1328	0.4463646574
1329	0.4463646574
1330	0.4463646574
1331	0.4463646574
1332	0.4463646574
1333	0.4463646574
1334	0.4463646574
1335	0.4463646574
1336	0.4463646574
1337	0.4463646574
1338	0.4463646574
1339	0.4463646574
1340	0.4463646574
1341	0.4463646574
1342	0.4463646574
1343	0.4463646574
1344	0.4463646574
1345	0.4463646574
1346	0.4463646574
1347	0.4463646574
1348	0.4463646574
1349	0.4463646574
1350	0.4463646574
1351	0.4463646574
1352	0.4463646574
1353	0.4463646574
1354	0.4463646574
1355	0.4463646574
1356	0.4463646574
1357	0.4463646574
1358	0.4463646574
1359	0.4463646574
1360	0.4463646574
1361	0.4463646574
1362	0.4463646574
1363	0.4463646574
1364	0.4463646574
1365	0.4463646574
1366	0.4463646574
1367	0.4463646574
1368	0.4463646574
1369	0.4463646574
1370	0.4463646574
1371	0.4463646574
1372	0.4463646574
1373	0.4463646574
1374	0.4463646574
1375	0.4463646574
1376	0.4463646574
1377	0.4463646574
1378	0.4463646574
1379	0.4463646574
1380	0.4463646574
1381	0.4463646574
1382	0.4463646574
1383	0.4463646574
1384	0.4463646574
1385	0.4463646574
1386	0.4463646574
1387	0.4463646574
1388	0.4463646574
1389	0.4463646574
1390	0.4463646574
1391	0.4463646574
1392	0.4463646574
1393	0.4463646574
1394	0.4463646574
1395	0.4463646574
1396	0.4463646574
1397	0.4463646574
1398	0.4463646574
1399	0.4463646574
1400	0.4463646574
1401	0.4463646574
1402	0.4463646574
1403	0.4463646574
1404	0.4463646574
1405	0.4463646574
1406	0.4463646574
1407	0.4463646574
1408	0.4463646574
1409	0.4463646574
1410	0.4463646574
1411	0.4463646574
1412	0.4463646574
1413	0.4463646574
1414	0.4463646574
1415	0.4463646574
1416	0.4463646574
1417	0.4463646574
1418	0.4463646574
1419	0.4463646574
1420	0.4463646574
1421	0.4463646574
1422	0.4463646574
1423	0.4463646574
1424	0.4463646574
1425	0.4463646574
1426	0.4463646574
1427	0.4463646574
1428	0.4463646574
1429	0.4463646574
1430	0.4463646574
1431	0.4463646574
1432	0.4463646574
1433	0.4463646574
1434	0.4463646574
1435	0.4463646574
1436	0.4463646574
1437	0.4463646574
1438	0.4463646574
1439	0.4463646574
1440	0.4463646574
1441	0.4463646574
1442	0.4463646574
1443	0.4463646574
1444	0.4463646574
1445	0.4463646574
1446	0.4463646574
1447	0.4463646574
1448	0.4463646574
1449	0.4463646574
1450	0.4463646574
1451	0.4463646574
1452	0.4463646574
1453	0.4463646574
1454	0.4463646574
1455	0.4463646574
1456	0.4463646574
1457	0.4463646574
1458	0.4463646574
1459	0.4463646574
1460	0.4463646574
1461	0.4463646574
1462	0.4463646574
1463	0.4463646574
1464	0.4463646574
1465	0.4463646574
1466	0.4463646574
1467	0.4463646574
1468	0.4463646574
1469	0.4463646574
1470	0.4463646574
1471	0.4463646574
1472	0.4463646574
1473	0.4463646574
1474	0.4463646574
1475	0.4463646574
1476	0.4463646574
1477	0.4463646574
1478	0.4463646574
1479	0.4463646574
1480	0.4463646574
1481	0.4463646574
1482	0.4463646574
1483	0.4463646574
1484	0.4463646574
1485	0.4463646574
1486	0.4463646574
1487	0.4463646574
1488	0.4463646574
1489	0.4463646574
1490	0.4463646574
1491	0.4463646574
1492	0.4463646574
1493	0.4463646574
1494	0.4463646574
1495	0.4463646574
1496	0.4463646574
1497	0.4463646574
1498	0.4463646574
1499	0.4463646574
1500	0.4463646574
