Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,description,published_at
154,4,0.887499988079071,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
321,4,0.887499988079071,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
144,4,0.887499988079071,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
140,4,0.887499988079071,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
402,4,0.887499988079071,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
352,4,0.887499988079071,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
425,4,0.871399998664856,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
426,4,0.871399998664856,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
102,4,0.871399998664856,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
91,4,0.871399998664856,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
530,4,0.871399998664856,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
3,4,0.8500000238418579,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
351,4,0.8500000238418579,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
170,4,0.8500000238418579,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
120,4,0.8398000001907349,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
131,4,0.8324999809265137,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
526,4,0.8199999928474426,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
11,4,0.8199999928474426,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
10,4,0.8199999928474426,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
531,4,0.8198999762535095,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
107,4,0.7429999709129333,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
132,4,0.741100013256073,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
301,4,0.7195000052452087,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
432,4,0.692799985408783,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
157,4,0.6699000000953674,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
88,4,0.6398000121116638,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
97,4,0.6391000151634216,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
442,4,0.5920000076293945,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
149,4,0.5907999873161316,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
84,4,0.5809000134468079,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
110,4,0.5709999799728394,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
171,4,0.5694000124931335,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
152,4,0.5613999962806702,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
106,4,0.5508999824523926,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
397,4,0.550000011920929,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
0,4,0.550000011920929,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
7,4,0.5498999953269958,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
92,4,0.5449000000953674,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
185,4,0.5220999717712402,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
112,4,0.5130000114440918,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
393,4,0.5038999915122986,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
153,4,0.49900001287460327,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
323,4,0.49709999561309814,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
176,4,0.49470001459121704,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
104,4,0.4934000074863434,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
114,4,0.4708999991416931,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
146,4,0.46619999408721924,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
82,4,0.41499999165534973,"여러분, 여행, 졸업, 편집, 더, 시청, 모두, 진행, 훈련, 중",,
